store_name,state,city,zip,store_id,lat,lon
Oak-Ridge,TN,Oak-Ridge,37830,736,36.0159,-84.2623
Zachary,LA,Zachary,70791,380,30.6561,-91.1358
Preston-Hwy,KY,Louisville,40219,2307,38.1381,-85.6953
Beltway-8,TX,Houston,77072,584,29.699,-95.5862
47th-And-Western,IL,Chicago,60609,1986,41.8097,-87.6533
Redding,CA,Redding,96003,6682,40.6278,-122.353
Matamoras,PA,Matamoras,18336,4162,41.3674,-74.7154
Simi-Valley,CA,Simi-Valley,93065,6640,34.2656,-118.7653
Dewitt-E-Syracuse,NY,East-Syracuse,13057,1236,43.0734,-76.0558
College-Station,TX,College-Station,77840,6559,30.6045,-96.3123
East-Savannah,GA,Savannah,31404,170,32.0543,-81.0492
Carlisle,PA,Carlisle,17013,4149,40.2417,-77.1983
Chandler-Germann-Rd,AZ,Chandler,85286,8582,33.2711,-111.8311
Frankfort-IL,IL,Frankfort,60423,6919,41.5094,-87.8248
Central-Tucson-el-Con,AZ,Tucson,85716,486,32.2468,-110.9222
La-Quinta,CA,La-Quinta,92253,6630,33.6685,-116.3081
N-Carson-City-NV,NV,Carson-City,89706,3309,39.2025,-119.7526
Davie,FL,Davie,33324,222,26.1255,-80.2644
Southlake-TX,TX,Southlake,76092,587,32.9485,-97.1524
Port-Orange,FL,Port-Orange,32127,6335,29.1383,-80.9956
Cave-Creek,AZ,Phoenix,85022,480,33.6315,-112.052
N-Phoenix,AZ,Phoenix,85022,401,33.6315,-112.052
Conway,AR,Conway,72032,1407,35.0842,-92.4236
Jefferson-County,CO,Morrison,80465,1549,39.6125,-105.1746
Cleveland-Heights,OH,Cleveland-Heights,44118,3818,41.5008,-81.5516
Benton,AR,Benton,72019,1405,34.604,-92.6259
W-El-Paso,TX,El-Paso,79912,523,31.8383,-106.5364
Spartanburg,SC,Spartanburg,29301,1129,34.9352,-81.9654
Grants-Pass,OR,Grants-Pass,97526,4034,42.4638,-123.3457
Coram,NY,Coram,11727,1229,40.885,-73.0069
E-Hanover,NJ,East-Hanover,07936,901,40.8192,-74.3636
Sixes-Road,GA,Canton,30115,6943,34.1993,-84.4199
Rome,GA,Rome,30161,139,34.2507,-85.1465
Nw-Victorville,CA,Victorville,92394,1844,34.5563,-117.3528
Abilene,TX,Abilene,79606,6583,32.391999999999996,-99.7746
N-Lafayette,LA,Lafayette,70501,376,30.2361,-92.0083
Waynesboro-VA,VA,Waynesboro,22980,4654,38.0774,-78.9035
Rancho-Cordova,CA,Rancho-Cordova,95742,652,38.5981,-121.2153
W-Colonial,FL,Orlando,32818,261,28.5801,-81.4846
E-Spokane,WA,Spokane-Valley,99212,4714,47.6686,-117.3049
Weatherford,TX,Weatherford,76086,6515,32.7549,-97.7899
Evanston,IL,Evanston,60202,1902,42.0302,-87.6865
S-Attleboro,MA,South-Attleboro,02703,2659,41.9296,-71.3009
Galveston,TX,Galveston,77551,6574,29.2766,-94.8303
Poplar-Bluff,MO,Poplar-Bluff,63901,3033,36.7662,-90.4166
Chardon,OH,Chardon,44024,8981,41.5719,-81.2056
Paterson,NJ,Paterson,07514,959,40.9248,-74.1467
Harriman,NY,Monroe,10950,1284,41.3286,-74.1885
Prescott,AZ,Prescott,86301,452,34.5917,-112.4265
Clinton,IA,Clinton,52732,2113,41.8517,-90.2078
Westport,KY,Louisville,40241,2305,38.3045,-85.5815
Hoover,AL,Birmingham,35244,881,33.3538,-86.8254
Se-Milwaukee,WI,Milwaukee,53207,4941,42.9751,-87.8947
Corvallis,OR,Corvallis,97330,4029,44.5904,-123.2722
Dripping-Springs,TX,Dripping-Springs,78620,8995,30.2268,-98.1029
Cedar-City,UT,Cedar-City,84720,4418,37.6775,-113.0619
Saint-Clair,PA,Saint-Clair,17970,4185,40.7193,-76.1924
Bitters-Rd,TX,San-Antonio,78232,582,29.5863,-98.4769
Brick,NJ,Brick,08724,912,40.0874,-74.1152
Mira-Mesa,CA,San-Diego,92126,6679,32.9161,-117.1402
Staten-Island-East,NY,Staten-Island,10304,6150,40.6102,-74.0878
Salem-NH,NH,Salem,03079,3480,42.7846,-71.2176
Westminster-CO,CO,Westminster,80021,1517,39.8854,-105.1139
Newark,OH,Newark,43055,3887,40.0724,-82.4046
Cheektowaga,NY,Cheektowaga,14225,1228,42.9255,-78.7481
Castle-Rock,CO,Castle-Rock,80108,1531,39.4455,-104.853
Mission,TX,Mission,78572,8519,26.2159,-98.3253
Mt-Pleasant-NY,NY,Hawthorne,10532,8456,41.1073,-73.796
Kalispell,MT,Kalispell,59901,3105,48.2028,-114.3039
Florence-SC,SC,Florence,29501,8580,34.1838,-79.7728
Lake-Zurich,IL,Lake-Zurich,60047,1952,42.2165,-88.0769
Paramount,CA,Paramount,90723,1037,33.8969,-118.1632
Mansfield,MA,Mansfield,02048,2609,42.0212,-71.2178
Norman,OK,Norman,73072,3906,35.199,-97.4841
West-Aurora,IL,Aurora,60506,1957,41.7664,-88.3446
Hawthorne,CA,Hawthorne,90250,620,33.9143,-118.3493
Stockton,CA,Stockton,95212,662,38.0315,-121.2589
Sunset-Hills,MO,Saint-Louis,63127,3007,38.5355,-90.40700000000001
Fairview-Heights,IL,O-Fallon,62269,1924,38.5718,-89.8957
Chico,CA,Chico,95928,6609,39.7224,-121.8113
Canton-OH,OH,Canton,44720,3810,40.7989,-81.3784
S-Lakeland,FL,Lakeland,33813,6324,27.9611,-81.9398
Tumwater,WA,Tumwater,98512,4724,46.9498,-123.0212
Newton,NJ,Newton,07860,984,41.0695,-74.8069
Spotsylvania,VA,Fredericksburg,22407,4660,38.2688,-77.5476
Scottsbluff,NE,Scottsbluff,69361,3210,41.872,-103.6619
Carol-Stream,IL,Carol-Stream,60188,1943,41.9178,-88.137
Gilroy,CA,Gilroy,95020,6677,37.0139,-121.5773
Carmel-Mtn,CA,San-Diego,92128,669,33.0067,-117.069
Clackamas,OR,Happy-Valley,97086,4040,45.4446,-122.5372
Burlington-WA,WA,Burlington,98233,8561,48.4786,-122.3345
Collierville,TN,Collierville,38017,729,35.0551,-89.6767
Little-York,TX,Houston,77093,6806,29.8617,-95.3403
Mundy-Township,MI,Flint,48507,2763,42.9821,-83.734
Vista,CA,Vista,92081,1074,33.1644,-117.2403
Meadville,PA,Meadville,16335,4169,41.6338,-80.1488
Myrtle-Beach,SC,Myrtle-Beach,29577,1116,33.6994,-78.9137
Surprise,AZ,Surprise,85374,483,33.63,-112.3314
Gallup,NM,Gallup,87301,3514,35.5065,-108.7414
N-Santa-Ana,CA,Santa-Ana,92705,6680,33.754,-117.7919
E-Ft-Worth,TX,Fort-Worth,76112,6534,32.7493,-97.2181
Lander,WA,Seattle,98134,4702,47.5903,-122.3263
Fleming-Island,FL,Orange-Park,32003,6369,30.0933,-81.719
North-Richmond,VA,Ashland,23005,4653,37.7395,-77.4784
West-Cleveland,OH,Cleveland,44111,3820,41.4571,-81.7844
Leesburg,VA,Leesburg,20176,4621,39.1821,-77.5359
North-Irving,TX,Irving,75063,6557,32.9247,-96.9598
Enfield,CT,Enfield,06082,6214,41.989,-72.5652
Ne-Anchorage,AK,Anchorage,99508,1302,61.206,-149.8101
Beavercreek,OH,Fairborn,45324,3855,39.8053,-84.0198
Cordele,GA,Cordele,31015,1773,31.9566,-83.7835
Nw-Dade,FL,Hialeah,33014,209,25.8963,-80.3063
Oakland,CA,Oakland,94601,1007,37.7806,-122.2166
W-Lebanon,NH,West-Lebanon,03784,3406,43.644,-72.3007
Bellevue-e-Green-Bay,WI,Green-Bay,54311,4915,44.4914,-87.9267
Fuquay-Varina,NC,Fuquay-Varina,27526,3652,35.58,-78.7908
Yuma,AZ,Yuma,85365,402,32.7093,-114.4905
S-Tulsa,OK,Tulsa,74133,3903,36.0467,-95.8841
Hutchinson,KS,Hutchinson,67501,2214,38.055,-97.9311
Vero-Beach,FL,Vero-Beach,32966,213,27.6372,-80.4794
Salem-OR,OR,Salem,97317,4006,44.9026,-122.9074
S-Oklahoma-City,OK,Oklahoma-City,73149,3901,35.395,-97.4972
Lebanon,OH,Lebanon,45036,3868,39.4293,-84.1735
Norwood,MA,Norwood,02062,2681,42.1868,-71.2033
Capitol-Expressway,CA,San-Jose,95136,6621,37.2685,-121.84899999999999
Mobile,AL,Mobile,36609,865,30.6605,-88.1618
Poughkeepsie,NY,Poughkeepsie,12601,1266,41.7035,-73.9117
Midtown-Kansas-City,MO,Kansas-City,64111,3021,39.0565,-94.5929
Coventry,RI,Coventry,02816,4279,41.6914,-71.5768
Zephyrhills,FL,Zephyrhills,33545,8929,28.2697,-82.2903
Hermitage-PA,PA,Hermitage,16148,4130,41.2326,-80.453
St-Louis-Park,MN,Saint-Louis-Park,55416,2806,44.9497,-93.3373
Osage-Beach,MO,Osage-Beach,65065,3027,38.138000000000005,-92.6664
Marrero,LA,Marrero,70072,368,29.8598,-90.1105
E-Lansing,MI,Okemos,48864,2723,42.7053,-84.4187
N-Tulsa,OK,Tulsa,74120,3904,36.1442,-95.9734
Durham,NC,Durham,27707,3620,35.9631,-78.9315
Eastvale,CA,Mira-Loma,91752,1084,33.9938,-117.5236
Hackettstown,NJ,Hackettstown,07840,953,40.8529,-74.8343
Watertown,MA,Watertown,02472,2602,42.37,-71.1773
Spring,TX,Spring,77373,568,30.0532,-95.3773
Orlando-Se,FL,Orlando,32822,6869,28.4944,-81.2902
Flower-Mound,TX,Flower-Mound,75022,6572,33.0268,-97.1193
Casa-Grande,AZ,Casa-Grande,85122,408,32.8905,-111.75399999999999
Dearborn,MI,Dearborn,48126,2757,42.3349,-83.1801
W-Tallahassee,FL,Tallahassee,32303,6374,30.4874,-84.3189
Covington-GA,GA,Covington,30014,165,33.5293,-83.8496
Elk-River,MN,Elk-River,55330,2821,45.3136,-93.5814
Hooksett,NH,Hooksett,03106,3403,43.0617,-71.4444
Queen-Creek,AZ,Queen-Creek,85142,415,33.2487,-111.6343
Waldorf,MD,Waldorf,20601,2563,38.6371,-76.8778
Louisville-CO,CO,Louisville,80027,1506,39.9789,-105.1456
Duluth,GA,Duluth,30096,105,33.9845,-84.1529
West-Chester,OH,West-Chester,45069,3823,39.3402,-84.3998
St-Charles-County,MO,Saint-Charles,63303,3009,38.7622,-90.5471
Northville,MI,Northville,48167,2704,42.4262,-83.4794
Tuscaloosa,AL,Tuscaloosa,35404,877,33.1826,-87.4827
Pittsfield,MA,Pittsfield,01201,2683,42.4531,-73.2471
La-Crosse,WI,Onalaska,54650,4905,43.8974,-91.2314
Ridgecrest,CA,Ridgecrest,93555,1089,35.6225,-117.6709
Bay-City,MI,Bay-City,48706,2739,43.6088,-83.95299999999999
S-San-Bernardino,CA,San-Bernardino,92408,610,34.0831,-117.2711
Hercules,CA,Hercules,94547,1044,38.0066,-122.2637
Houma,LA,Houma,70360,371,29.5943,-90.7548
Tilly-Mill,GA,Atlanta,30360,115,33.9378,-84.2716
Pittsburg-KS,KS,Pittsburg,66762,2220,37.3951,-94.7105
Daly-City,CA,Daly-City,94015,1092,37.6787,-122.478
W-Wichita,KS,Wichita,67209,2205,37.6779,-97.4235
Marlboro,NJ,Morganville,07751,6911,40.3529,-74.2779
Sandy-Springs,GA,Sandy-Springs,30328,154,33.9335,-84.3958
Hendersonville-TN,TN,Hendersonville,37075,735,36.3054,-86.6072
Orland-Park,IL,Orland-Park,60462,1906,41.6194,-87.8423
Corona,CA,Corona,92879,601,33.8797,-117.5354
Warrenton,VA,Warrenton,20186,8552,38.6898,-77.8361
Harrison,OH,Harrison,45030,3863,39.2592,-84.7837
Boise,ID,Boise,83704,1801,43.633,-116.2951
Slidell-East,LA,Slidell,70461,386,30.2726,-89.729
Rocky-River,OH,Rocky-River,44116,3847,41.4694,-81.8512
Trumbull,CT,Trumbull,06611,6236,41.2564,-73.2111
Ne-Bradenton,FL,Bradenton,34208,1863,27.4678,-82.512
Monterey-Park,CA,Monterey-Park,91755,2304,34.048,-118.115
Antioch,TN,Antioch,37013,721,36.0595,-86.6592
Winter-Park,FL,Orlando,32810,6349,28.6214,-81.4294
Sterling-Park,VA,Sterling,20165,4602,39.0472,-77.3866
Texarkana,TX,Texarkana,75503,6580,33.4669,-94.0774
Bartlett-Stage-Rd,TN,Memphis,38128,737,35.2213,-89.9413
Woodland,CA,Woodland,95776,1068,38.6808,-121.7411
Corsicana,TX,Corsicana,75109,6817,31.9937,-96.4199
E-Portland-Mall,OR,Portland,97216,4013,45.5137,-122.5569
Jasper,IN,Jasper,47546,2025,38.3604,-86.9295
Kitty-Hawk,NC,Kitty-Hawk,27949,3650,36.0646,-75.7057
Odessa,TX,Odessa,79762,562,31.889,-102.3548
Porterville,CA,Porterville,93257,1080,36.0686,-119.0315
Westerly,RI,Westerly,02891,4284,41.3691,-71.8126
Eden-Prairie,MN,Eden-Prairie,55344,2812,44.8574,-93.4376
Franklin,WI,Franklin,53132,4907,42.9017,-88.0086
Willow-Grove,PA,Willow-Grove,19090,4187,40.1567,-75.1269
Las-Cruces,NM,Las-Cruces,88011,3505,32.3244,-106.6683
Ellsworth,ME,Ellsworth,04605,2408,44.5548,-68.4121
St-George,UT,Washington,84780,4412,37.1364,-113.505
Compton-CA,CA,Compton,90220,1858,33.8748,-118.2402
N-Huntsville,AL,Huntsville,35801,804,34.7269,-86.5673
Massillon,OH,Massillon,44646,3860,40.8116,-81.4973
Winchester-TN,TN,Winchester,37398,747,35.1864,-86.113
Matteson,IL,Matteson,60443,1932,41.5102,-87.7406
Hendersonville,NC,Hendersonville,28792,3637,35.3613,-82.4264
Schenectady,NY,Schenectady,12304,1239,42.7841,-73.9094
Elmont,NY,Elmont,11003,1208,40.6976,-73.7049
Eagan,MN,Eagan,55121,2813,44.8471,-93.1543
Hillsborough,FL,Tampa,33615,6361,28.0081,-82.5805
Buckhead,GA,Atlanta,30324,6986,33.8206,-84.3549
Mansfield-TX,TX,Mansfield,76063,6568,32.5773,-97.1416
Aberdeen,WA,Aberdeen,98520,8964,46.9843,-123.7963
Brandywine,DE,Claymont,19703,1602,39.8044,-75.4649
Pin-Oak,TX,Houston,77081,566,29.7119,-95.4845
Midwest-City,OK,Midwest-City,73110,3911,35.4605,-97.3974
Piqua,OH,Piqua,45356,3862,40.1486,-84.2531
Merriam,KS,Merriam,66202,2202,39.0278,-94.6558
Casselberry,FL,Casselberry,32707,262,28.6617,-81.3122
W-Asheville,NC,Asheville,28806,3645,35.5808,-82.6078
Avon,MA,Avon,02322,2671,42.1258,-71.0437
N-Tucson-oro-Valley,AZ,Oro-Valley,85737,481,32.4142,-110.9466
Topsham,ME,Topsham,04086,2410,43.9814,-69.9378
Collier,PA,Bridgeville,15017,4160,40.3472,-80.1153
Honesdale,PA,Honesdale,18431,6956,41.5792,-75.2528
Maple-Grove,MN,Maple-Grove,55369,2844,45.1284,-93.4589
Folsom,CA,Folsom,95630,6675,38.6709,-121.1529
Phoenix-OR,OR,Phoenix,97535,8557,42.2766,-122.8227
Concord,CA,Concord,94520,634,37.9823,-122.0362
Algonquin,IL,Algonquin,60102,1940,42.1641,-88.3064
White-Lake,MI,White-Lake,48386,2729,42.641000000000005,-83.4738
N-Miami-Biscayne,FL,Miami,33181,6322,25.8965,-80.157
Garden-City,KS,Garden-City,67846,2219,37.9769,-100.8621
Santa-Ana,CA,Santa-Ana,92704,606,33.7249,-117.90899999999999
Benton-Harbor,MI,Benton-Harbor,49022,2768,42.1086,-86.4234
Peru,IL,Peru,61354,1977,41.333,-89.1265
Apple-Valley,MN,Apple-Valley,55124,2833,44.7497,-93.2029
Rhinelander,WI,Rhinelander,54501,4930,45.7045,-89.3866
Nogales,AZ,Nogales,85621,8488,31.377,-110.9435
Glens-Falls,NY,Queensbury,12804,6160,43.32899999999999,-73.6818
Clifton-Park,NY,Halfmoon,12065,1269,42.8499,-73.7851
Madera,CA,Madera,93637,1088,36.9403,-120.08200000000001
Anaheim-Hills,CA,Anaheim,92807,6643,33.8544,-117.7858
Moses-Lake,WA,Moses-Lake,98837,8966,47.1374,-119.2891
Shelby-Township,MI,Shelby-Township,48316,2758,42.6885,-83.0548
Lemon-Grove,CA,Lemon-Grove,91945,659,32.7332,-117.0326
Palm-Harbor,FL,Clearwater,33761,247,28.031,-82.7239
Asheville,NC,Asheville,28803,3625,35.5393,-82.51799999999999
Wendover,NC,Charlotte,28211,3608,35.1677,-80.7932
Sebring,FL,Sebring,33870,6340,27.4924,-81.4357
Saddlerock,CO,Aurora,80016,1528,39.6012,-104.7394
Fergus-Falls,MN,Fergus-Falls,56537,2831,46.276,-96.0904
Weslaco,TX,Weslaco,78599,6577,26.1595,-97.9908
Augusta-North,GA,Evans,30809,1747,33.5412,-82.1398
Fredericksburg,VA,Fredericksburg,22401,4620,38.2995,-77.4772
N-Oklahoma-City,OK,Oklahoma-City,73112,3902,35.5184,-97.5746
Staten-Island,NY,Staten-Island,10303,1249,40.6301,-74.1607
Ray-Road,AZ,Chandler,85226,476,33.3092,-111.9198
Medina,OH,Medina,44256,3833,41.1404,-81.8584
Fresno,CA,Fresno,93711,663,36.8303,-119.8319
Thunderbird,AZ,Phoenix,85023,468,33.6324,-112.1118
Fargo,ND,Fargo,58103,3701,46.8564,-96.8123
Midland-MI,MI,Midland,48642,2747,43.6375,-84.1979
Carrollton,TX,Carrollton,75006,6555,32.9657,-96.8825
Lake-Havasu-City,AZ,Lake-Havasu-City,86404,403,34.5575,-114.3307
Forest-Lake,MN,Forest-Lake,55025,2820,45.2685,-92.9749
Logansport,IN,Logansport,46947,2023,40.7604,-86.3599
Easley,SC,Easley,29640,6918,34.829,-82.5796
Statesville,NC,Statesville,28625,3642,35.8651,-80.8858
Grafton,WI,Grafton,53024,4919,43.3231,-87.9521
Woodlands,TX,Conroe,77385,6516,30.1877,-95.4288
Elston-Leavitt,IL,Chicago,60647,1961,41.9209,-87.7043
Kapolei,HI,Kapolei,96707,1706,21.3453,-158.08700000000002
Brenham-TX,TX,Brenham,77833,8518,30.1774,-96.4028
W-Seattle,WA,Seattle,98106,8944,47.5344,-122.3547
Latham,NY,Latham,12110,1259,42.7462,-73.763
Augusta,GA,Augusta,30907,119,33.5229,-82.0852
Lithia-Spgs-Thornton-Rd,GA,Lithia-Springs,30122,6941,33.7655,-84.6469
Bee-Cave,TX,Bee-Cave,78738,6531,30.3337,-97.9824
Fort-Smith,AR,Fort-Smith,72903,1404,35.3427,-94.3784
